title,processed_synopsis
Los Angeles Plays Itself,consist most shot film documentari discuss mani represent citi los angel film televis professor thom andersen compar citi exist real life depict screen examin massiv communiti misrepres year addit critic analysi andersen explain director portray citi charact also delv dark histori
Lost in La Mancha,visionari director terri gilliam dream want film classic stori quixot recast trippi adventur johnni depp quixot struggl year get financ insur cast place gilliam travel spain prompt watch dream fall apart flash flood cast serious injuri gilliam crew suffer one setback anoth
Lagaan: Once Upon a Time in India,year 1893 india british occup small villag tyrann captain russel paul blackthorn impos unpreced land tax citizen outrag bhuvan aamir khan rebelli farmer ralli villag public oppos tax russel offer novel way settl disput challeng bhuvan men game cricket sport complet foreign india bhuvan men defeat russel team tax repeal
My Kid Could Paint That,watch dad paint marla olmstead decid like painter show remark facil soon got paint hang local coffe shop hand interest buyer local paper pick stori follow new york time overnight marla hail child prodigi everybodi convinc marla paint work alon wake 60 minut piec begin look like help
End of the Century,joey johnni dee dee better known ramon chang cours rock histori rebelli punk etho minimalist approach songwrit process becam countercultur icon end centuri follow queen kid earliest underground gig 1970s induct rock roll hall fame 2002 featur rare archiv concert footag candid interview band member
Dave Chappelle's Block Party,actor writer comic dave chappell load bus resid ohio hometown take brooklyn travel enjoy concert featur kany west fuge big daddi kane other rehears footag chappell brand comedi enliven proceed
The Sapphires,music promot chris see someth special girl group four australian singer take vietnam perform american troop
Florence Foster Jenkins,1940s new york socialit florenc foster jenkin meryl streep dream becom great opera singer unfortun ambit far exceed talent voic florenc hear head beauti everyon els quit lousi husband clair goe extrem length make sure wife never find aw truli florenc announc plan concert carnegi hall clair soon realiz face greatest challeng yet
Sing Your Song,harri belafont rise fame becom acclaim singer actor work tenaci throughout career social activist
The Filth and the Fury,assembl unseen archiv footag rare offcut mass hilari detail inspir collag much passion social histori rockumentari intercut touch sid vicious interview contemporari quot surviv pistol wittili film like renegad villain silhouett templ expos band human side never
Hedwig and the Angry Inch,german emigr live trailer kansa victim botch oper adapt critic acclaim rock theater hit hedwig angri inch tell stori intern ignor rock singer hedwig search stardom love
Judy,thirti year star wizard oz belov actress singer judi garland arriv london perform show talk town nightclub reminisc friend fan begin whirlwind romanc musician mickey dean fifth husband
A Band Called Death,filmmak mark covino jeff howlett tell stori hackney brother discoveri demo tape led band newfound popular
My Architect,director nathaniel kahn bare knew father mani throughout world renown architect loui kahn design noteworthi build california texa even bangladesh nathaniel explor father past interview architect frank gehri well member multipl famili start philand loui emerg portrait brilliant unreli man whose creation featur promin film still astound
Every Little Step,filmmak jame stern adam del deo explor genesi legaci broadway music chorus line dancer struggl audit reviv show stern del deo present interview past present cast crew compar origin product show origin incarn
Black Orpheus,young lover orfeu breno mello eurydic marpessa dawn run favela rio carnav lam hitman dress like death ademar da silva orfeu veng fiancé mira lourd de oliveira pass moment fantasi stark realiti impressionist retel greek legend orpheus eurydic introduc bossa nova world soundtrack young brazilian compos luiz bonfá antonio carlo jobim
U2 3D,concert film groundbreak camerawork provid viewer immers unpreced experi legendari irish rocker acclaim vertigo tour u2 bono edg adam clayton larri mullen perform thrill rendit hit like beauti day classic song rich back catalog includ sunday bloodi sunday pride without street name
Five Easy Pieces,reject cultur background classic pianist robert dupea jack nicholson opt exist work california oil field spend time waitress girlfriend rayett karen black robert discov father grave ill want reunit estrang famili state washington rayett take road trip bring two path life uncomfort intersect
Sid & Nancy,follow breakout success england flagship punk rock band sex pistol ventur first tour temperament bassist sid vicious gari oldman take troubl girlfriend nanci spungen chloe webb along ride along way coupl turbul relationship strain patienc bandmat johnni rotten andrew schofield manag malcolm mclaren david hayman plung sid nanci depth drug addict
La Bamba,los angel teenag ritchi valen lou diamond phillip becom overnight rock roll success 1958 thank love ballad call donna wrote girlfriend daniell von zerneck whose parent want date latino boy star rise valen conflict jealous brother bob esai moral becom haunt recur nightmar plane crash begin first nation tour alongsid buddi holli marshal crenshaw
Sweeney Todd: The Demon Barber of Fleet Street,evil judg turpin alan rickman lust beauti wife london barber johnni depp transport australia crime commit return 15 year call sweeney todd man vow reveng appli razor unlucki custom shuttl bodi lovett helena bonham carter use shop though mani fall blade satisfi slit turpin throat
Chicago,nightclub sensat velma catherin murder philand husband chicago slickest lawyer billi flynn richard gere set defend roxi rené zellweg also wind prison billi take case well turn media circus headlin neither woman outdon fight public fame celebr
